Algo 1,Algo 2
0.0040623899038395965,0.013285047859202807
0.001856653527175445,0.008283771193849775
-0.005011641725495161,0.005668108528444865
0.004406054730592149,-0.0007354920754258352
0.004760098111486001,-0.003761279059238365
-2.8236584441595006e-05,-0.003841129406160981
0.0019173935356267715,-0.0008143888607544563
0.0010840264294560498,0.0018306830134896964
0.0009220495467447564,0.006869710025412215
-0.0063033411754054676,0.007228216204864131
-0.0008528868558436872,0.003988947576781745
0.006397620886421567,0.003928499081696554
-0.004532259262218115,-0.0006147431802631352
0.011861275097833777,-0.00938909409881114
-0.001321402869643936,0.006322459050504334
-0.00021271812577845192,-0.0003335179834055583
0.007136136430268795,0.004594924514057744
-0.0015836216300565821,0.0052421591318199895
0.0018174824626382632,0.007710392939257293
0.003299779428118713,-0.0028338267035524127
0.0013577194261448044,0.0031250951868598102
0.0027818636553532845,-0.012257574036568191
0.0024881253574092427,-0.010457268201887072
-0.001880924722077445,0.004427119776971335
-0.0011531534959454293,-0.011213780405347144
-0.00036581936712898073,0.0027801397669089912
0.0044603221215334405,0.004614064755532747
-0.0021063883898672572,-0.007798816212944214
-0.0031863350549020805,0.00010923873470359373
-0.009029619474488049,-0.008056234774919178
0.012265244833335312,0.008167202519394087
-0.004785684737446068,0.00017007581264343047
0.007619713513634223,0.00415289569809441
0.0021532885567249545,0.00010891207016752078
-0.0024857972959861853,-0.002871512335146245
-0.0034659663762372428,-0.0026411640632353693
-0.0089519282231263,-0.0032856980644952066
0.004511134113163538,-0.0011742277757999173
0.008790942606257702,0.00016439086283371365
-0.0014077209495477786,-0.01620645722679358
-0.0008597108004017385,-0.0036132451880651227
0.0006889860058863558,0.0005876221785659446
-0.002205733099687282,-0.003919587836394373
0.005692063266995197,0.00384910993192493
-0.0016453692082982671,-0.004516224483090396
0.0013194725986463115,0.007735458680477932
0.00021377692339886664,0.006613593653962721
0.0051435080172434425,-0.00422665863055524
0.0036634823894547077,0.006931657910925497
